website_id,category,scenario,technical_score,technical_norm,demographic_score,demographic_norm,final_score,rank,baseline_a_rank,baseline_b_rank,baseline_c_rank,stability_status,top_issue_1,top_issue_2,top_issue_3
W11,tangan,S3,0.1744582254327382,0.1159105315584533,0.0036,0.6428132138691737,0.484742409176,8,11,27,15,,SC 1.1.1,SC 4.1.2,SC 1.3.1
W15,tangan,S3,0.4827586206896551,0.3207461740469075,0.0033,0.5356678474583676,0.471191345435,9,29,23,18,,SC 1.3.1,SC 2.2.1,SC 1.4.3
W19,tangan,S3,0.8499386670301213,0.5647016209363397,0.003000018294,0.4285290147720052,0.469380796621,10,23,5,3,,SC 4.1.2,SC 2.4.4,SC 1.4.3
W18,tangan,S3,0.8499386670301213,0.5647016209363397,0.002999981731,0.4285159562518984,0.469371655657,11,6,17,4,,SC 4.1.2,SC 2.4.4,SC 1.3.1
W25,tangan,S3,0.8499386670301213,0.5647016209363397,0.002999811995,0.428455334832188,0.469329220663,12,8,9,16,,SC 1.3.1,SC 1.4.3,SC 4.1.2
W29,tangan,S3,1.0568352187542591,0.702164266956443,0.002800368911,0.3572239937879173,0.460706075738,13,26,6,6,,SC 1.4.3,SC 4.1.2,SC 2.4.4
W04,tangan,S3,0.8499386670301213,0.5647016209363397,0.002900036284,0.3928203177855424,0.444384708731,14,22,14,20,,SC 4.1.2,SC 2.4.4,SC 1.4.3
W22,tangan,S3,0.8499386670301213,0.5647016209363397,0.002800028694,0.3571024848708367,0.41938222569,15,16,14,23,,SC 1.4.3,SC 1.3.1,SC 4.1.2
W34,tangan,S3,0.9740765980646042,0.6471792085484017,0.002700076058,0.3214042788443503,0.419136757756,16,13,8,12,,SC 1.4.3,SC 1.1.1,SC 4.1.2
W09,tangan,S3,0.6799509336240972,0.4517612967490719,0.002899772514,0.3927261120078816,0.41043666743,17,5,11,24,,SC 4.1.2,SC 2.4.4,SC 1.3.1
W08,tangan,S3,0.7765026577620283,0.5159105315584535,0.002799947693,0.3570735552647546,0.404724648153,18,3,7,22,,SC 1.3.1,SC 1.1.1,SC 1.4.3
W21,tangan,S3,0.8499386670301213,0.5647016209363397,0.002600051074,0.2856802336413003,0.36938664983,19,10,14,21,,SC 1.4.3,SC 4.1.2,SC 2.4.4
W06,tangan,S3,0.7982145290990869,0.530335959431314,0.002599976897,0.2856537412351527,0.359058406694,20,14,19,17,,SC 4.1.2,SC 1.4.3,SC 2.4.4
W02,tangan,S3,0.8499386670301213,0.5647016209363397,0.0025,0.2499468703628847,0.344373295535,21,24,20,26,,SC 1.4.3,SC 4.1.2,SC 2.4.4
W03,tangan,S3,0.2572168461223934,0.1708955899664946,0.002900046094,0.3928238214390239,0.326245351997,22,25,28,9,,SC 1.3.1,SC 1.4.3,SC 4.1.2
W05,tangan,S3,0.8499386670301213,0.5647016209363397,0.002300129437,0.1785628546716544,0.294404484551,23,9,18,28,,SC 4.1.2,SC 2.4.4,SC 1.3.1
W20,tangan,S3,0.4361455635818455,0.2897763288961333,0.00250009023,0.2499790961175888,0.261918265951,24,18,10,14,,SC 1.4.3,SC 1.3.1,SC 1.1.1
W32,tangan,S3,0.4361455635818455,0.2897763288961333,0.002399757447,0.2141451201257526,0.236834482757,25,4,22,11,,SC 1.4.3,SC 1.1.1,SC 1.3.1
W31,tangan,S3,0.7671800463404662,0.5097165625282984,0.001999787426,0.0712953386144764,0.202821705789,26,12,4,25,,SC 1.3.1,SC 4.1.2,SC 1.4.3
W12,tangan,S3,0.0,0.0,0.002599998381,0.2856614142719926,0.19996298999,27,21,29,27,,SC 1.3.1,SC 1.4.3,No dominant issue
W24,tangan,S3,0.0,0.0,0.002199780159,0.1427229874704215,0.099906091229,28,29,29,8,,SC 1.3.1,SC 3.1.1,No dominant issue
W10,tangan,S3,0.4641133978465313,0.3083582359865978,0.001800165153,0.0,0.092507470796,29,7,26,29,,SC 1.3.1,SC 1.4.3,SC 4.1.2
W16,tangan,S3,0.0,0.0,0.001900016324,0.0356619676778101,0.024963377374,30,28,23,30,,SC 1.3.1,SC 1.4.4,SC 3.1.1
