website_id,category,technical_score,technical_norm,demographic_score,demographic_norm,scenario,final_score,rank,baseline_a_rank,baseline_b_rank,baseline_c_rank,top_issue_1,top_issue_2,top_issue_3,stability_status
W32,mendengar,0.0,0.0,0.0038,0.4047619047619047,S1,0.12142857142857141,12,1,1,12,-,-,-,Sensitif
W34,mendengar,0.0,0.0,0.0038,0.4047619047619047,S1,0.12142857142857141,12,1,1,12,-,-,-,Sensitif
W01,mendengar,0.0,0.0,0.0037,0.380952380952381,S1,0.1142857142857143,14,1,1,14,-,-,-,Sensitif
W06,mendengar,0.0,0.0,0.0037,0.380952380952381,S1,0.1142857142857143,14,1,1,14,-,-,-,Sensitif
W11,mendengar,0.0,0.0,0.0037,0.380952380952381,S1,0.1142857142857143,14,1,1,14,-,-,-,Sensitif
W15,mendengar,0.0,0.0,0.0037,0.380952380952381,S1,0.1142857142857143,14,1,1,14,-,-,-,Sensitif
W20,mendengar,0.0,0.0,0.0037,0.380952380952381,S1,0.1142857142857143,14,1,1,14,-,-,-,Sensitif
W23,mendengar,0.0,0.0,0.0037,0.380952380952381,S1,0.1142857142857143,14,1,1,14,-,-,-,Sensitif
W08,mendengar,0.0,0.0,0.0036,0.3571428571428571,S1,0.10714285714285712,20,1,1,20,-,-,-,Sensitif
W09,mendengar,0.0,0.0,0.0035,0.3333333333333333,S1,0.09999999999999999,21,1,1,21,-,-,-,Sensitif
W21,mendengar,0.0,0.0,0.0032,0.2619047619047619,S1,0.07857142857142857,22,1,1,22,-,-,-,Sensitif
W31,mendengar,0.0,0.0,0.0032,0.2619047619047619,S1,0.07857142857142857,22,1,1,22,-,-,-,Sensitif
W04,mendengar,0.0,0.0,0.0031,0.23809523809523805,S1,0.07142857142857141,24,1,1,24,-,-,-,Sensitif
W02,mendengar,0.0,0.0,0.003,0.2142857142857143,S1,0.0642857142857143,25,1,1,25,-,-,-,Sensitif
W05,mendengar,0.0,0.0,0.003,0.2142857142857143,S1,0.0642857142857143,25,1,1,25,-,-,-,Sensitif
W22,mendengar,0.0,0.0,0.003,0.2142857142857143,S1,0.0642857142857143,25,1,1,25,-,-,-,Sensitif
W12,mendengar,0.0,0.0,0.0029,0.19047619047619044,S1,0.05714285714285713,28,1,1,28,-,-,-,Sensitif
W16,mendengar,0.0,0.0,0.0025,0.09523809523809527,S1,0.02857142857142858,29,1,1,29,-,-,-,Sensitif
W10,mendengar,0.0,0.0,0.0021,0.0,S1,0.0,30,1,1,30,-,-,-,Sensitif
W33,mendengar,0.0,0.0,0.0063,1.0,S2,0.5,1,1,1,1,-,-,-,Robust
W14,mendengar,0.0,0.0,0.0053,0.7619047619047619,S2,0.38095238095238093,2,1,1,2,-,-,-,Robust
W19,mendengar,0.0,0.0,0.0051,0.7142857142857143,S2,0.35714285714285715,3,1,1,3,-,-,-,Robust
W27,mendengar,0.0,0.0,0.0048,0.6428571428571427,S2,0.32142857142857134,4,1,1,4,-,-,-,Sensitif
W24,mendengar,0.0,0.0,0.0047,0.6190476190476191,S2,0.30952380952380953,5,1,1,5,-,-,-,Sensitif
W29,mendengar,0.0,0.0,0.0046,0.5952380952380951,S2,0.29761904761904756,6,1,1,6,-,-,-,Sensitif
W18,mendengar,0.0,0.0,0.0044,0.5476190476190477,S2,0.27380952380952384,7,1,1,7,-,-,-,Sensitif
W03,mendengar,0.0,0.0,0.0043,0.5238095238095237,S2,0.26190476190476186,8,1,1,8,-,-,-,Sensitif
W13,mendengar,0.0,0.0,0.0041,0.4761904761904762,S2,0.2380952380952381,9,1,1,9,-,-,-,Sensitif
W25,mendengar,0.0,0.0,0.0041,0.4761904761904762,S2,0.2380952380952381,9,1,1,9,-,-,-,Sensitif
W17,mendengar,0.0,0.0,0.0039,0.4285714285714285,S2,0.21428571428571425,11,1,1,11,-,-,-,Sensitif
W32,mendengar,0.0,0.0,0.0038,0.4047619047619047,S2,0.20238095238095236,12,1,1,12,-,-,-,Sensitif
W34,mendengar,0.0,0.0,0.0038,0.4047619047619047,S2,0.20238095238095236,12,1,1,12,-,-,-,Sensitif
W01,mendengar,0.0,0.0,0.0037,0.380952380952381,S2,0.1904761904761905,14,1,1,14,-,-,-,Sensitif
W06,mendengar,0.0,0.0,0.0037,0.380952380952381,S2,0.1904761904761905,14,1,1,14,-,-,-,Sensitif
W11,mendengar,0.0,0.0,0.0037,0.380952380952381,S2,0.1904761904761905,14,1,1,14,-,-,-,Sensitif
W15,mendengar,0.0,0.0,0.0037,0.380952380952381,S2,0.1904761904761905,14,1,1,14,-,-,-,Sensitif
W20,mendengar,0.0,0.0,0.0037,0.380952380952381,S2,0.1904761904761905,14,1,1,14,-,-,-,Sensitif
W23,mendengar,0.0,0.0,0.0037,0.380952380952381,S2,0.1904761904761905,14,1,1,14,-,-,-,Sensitif
W08,mendengar,0.0,0.0,0.0036,0.3571428571428571,S2,0.17857142857142855,20,1,1,20,-,-,-,Sensitif
W09,mendengar,0.0,0.0,0.0035,0.3333333333333333,S2,0.16666666666666666,21,1,1,21,-,-,-,Sensitif
W21,mendengar,0.0,0.0,0.0032,0.2619047619047619,S2,0.13095238095238096,22,1,1,22,-,-,-,Sensitif
W31,mendengar,0.0,0.0,0.0032,0.2619047619047619,S2,0.13095238095238096,22,1,1,22,-,-,-,Sensitif
W04,mendengar,0.0,0.0,0.0031,0.23809523809523805,S2,0.11904761904761903,24,1,1,24,-,-,-,Sensitif
W02,mendengar,0.0,0.0,0.003,0.2142857142857143,S2,0.10714285714285715,25,1,1,25,-,-,-,Sensitif
W05,mendengar,0.0,0.0,0.003,0.2142857142857143,S2,0.10714285714285715,25,1,1,25,-,-,-,Sensitif
W22,mendengar,0.0,0.0,0.003,0.2142857142857143,S2,0.10714285714285715,25,1,1,25,-,-,-,Sensitif
W12,mendengar,0.0,0.0,0.0029,0.19047619047619044,S2,0.09523809523809522,28,1,1,28,-,-,-,Sensitif
W16,mendengar,0.0,0.0,0.0025,0.09523809523809527,S2,0.04761904761904764,29,1,1,29,-,-,-,Sensitif
W10,mendengar,0.0,0.0,0.0021,0.0,S2,0.0,30,1,1,30,-,-,-,Sensitif
W33,mendengar,0.0,0.0,0.0063,1.0,S3,0.7,1,1,1,1,-,-,-,Robust
W14,mendengar,0.0,0.0,0.0053,0.7619047619047619,S3,0.5333333333333332,2,1,1,2,-,-,-,Robust
W19,mendengar,0.0,0.0,0.0051,0.7142857142857143,S3,0.5,3,1,1,3,-,-,-,Robust
W27,mendengar,0.0,0.0,0.0048,0.6428571428571427,S3,0.44999999999999984,4,1,1,4,-,-,-,Sensitif
W24,mendengar,0.0,0.0,0.0047,0.6190476190476191,S3,0.43333333333333335,5,1,1,5,-,-,-,Sensitif
W29,mendengar,0.0,0.0,0.0046,0.5952380952380951,S3,0.4166666666666666,6,1,1,6,-,-,-,Sensitif
W18,mendengar,0.0,0.0,0.0044,0.5476190476190477,S3,0.38333333333333336,7,1,1,7,-,-,-,Sensitif
W03,mendengar,0.0,0.0,0.0043,0.5238095238095237,S3,0.3666666666666666,8,1,1,8,-,-,-,Sensitif
W13,mendengar,0.0,0.0,0.0041,0.4761904761904762,S3,0.3333333333333333,9,1,1,9,-,-,-,Sensitif
W25,mendengar,0.0,0.0,0.0041,0.4761904761904762,S3,0.3333333333333333,9,1,1,9,-,-,-,Sensitif
W17,mendengar,0.0,0.0,0.0039,0.4285714285714285,S3,0.29999999999999993,11,1,1,11,-,-,-,Sensitif
W32,mendengar,0.0,0.0,0.0038,0.4047619047619047,S3,0.28333333333333327,12,1,1,12,-,-,-,Sensitif
W34,mendengar,0.0,0.0,0.0038,0.4047619047619047,S3,0.28333333333333327,12,1,1,12,-,-,-,Sensitif
W01,mendengar,0.0,0.0,0.0037,0.380952380952381,S3,0.26666666666666666,14,1,1,14,-,-,-,Sensitif
W06,mendengar,0.0,0.0,0.0037,0.380952380952381,S3,0.26666666666666666,14,1,1,14,-,-,-,Sensitif
W11,mendengar,0.0,0.0,0.0037,0.380952380952381,S3,0.26666666666666666,14,1,1,14,-,-,-,Sensitif
W15,mendengar,0.0,0.0,0.0037,0.380952380952381,S3,0.26666666666666666,14,1,1,14,-,-,-,Sensitif
W20,mendengar,0.0,0.0,0.0037,0.380952380952381,S3,0.26666666666666666,14,1,1,14,-,-,-,Sensitif
W23,mendengar,0.0,0.0,0.0037,0.380952380952381,S3,0.26666666666666666,14,1,1,14,-,-,-,Sensitif
W08,mendengar,0.0,0.0,0.0036,0.3571428571428571,S3,0.24999999999999994,20,1,1,20,-,-,-,Sensitif
W09,mendengar,0.0,0.0,0.0035,0.3333333333333333,S3,0.2333333333333333,21,1,1,21,-,-,-,Sensitif
W21,mendengar,0.0,0.0,0.0032,0.2619047619047619,S3,0.18333333333333332,22,1,1,22,-,-,-,Sensitif
W31,mendengar,0.0,0.0,0.0032,0.2619047619047619,S3,0.18333333333333332,22,1,1,22,-,-,-,Sensitif
W04,mendengar,0.0,0.0,0.0031,0.23809523809523805,S3,0.16666666666666663,24,1,1,24,-,-,-,Sensitif
W02,mendengar,0.0,0.0,0.003,0.2142857142857143,S3,0.15,25,1,1,25,-,-,-,Sensitif
W05,mendengar,0.0,0.0,0.003,0.2142857142857143,S3,0.15,25,1,1,25,-,-,-,Sensitif
W22,mendengar,0.0,0.0,0.003,0.2142857142857143,S3,0.15,25,1,1,25,-,-,-,Sensitif
W12,mendengar,0.0,0.0,0.0029,0.19047619047619044,S3,0.1333333333333333,28,1,1,28,-,-,-,Sensitif
W16,mendengar,0.0,0.0,0.0025,0.09523809523809527,S3,0.0666666666666667,29,1,1,29,-,-,-,Sensitif
W10,mendengar,0.0,0.0,0.0021,0.0,S3,0.0,30,1,1,30,-,-,-,Sensitif
W06,tangan,12.5625,1.0,0.0026,0.2857142857142857,S1,0.7857142857142857,1,10,1,20,4.1.2,2.4.4,2.1.1,Cukup stabil
W01,tangan,10.434999999999999,0.8306467661691541,0.0033,0.5357142857142857,S1,0.7421670220326936,2,1,2,6,4.1.2,2.4.4,1.1.1,Robust
W33,tangan,7.339999999999999,0.5842786069651741,0.0046,1.0,S1,0.7089950248756218,3,6,7,1,4.1.2,2.4.4,1.1.1,Robust
W09,tangan,10.120000000000001,0.8055721393034827,0.0029,0.3928571428571428,S1,0.6817576403695806,4,2,3,13,4.1.2,2.4.4,1.1.1,Sensitif
W18,tangan,9.07,0.7219900497512438,0.003,0.4285714285714286,S1,0.6339644633972992,5,3,4,10,4.1.2,2.4.4,1.1.1,Sensitif
W27,tangan,8.2,0.6527363184079601,0.0033,0.5357142857142857,S1,0.6176297085998577,6,9,5,6,4.1.2,2.4.4,1.1.1,Sensitif
W13,tangan,7.2700000000000005,0.5787064676616915,0.0036,0.6428571428571428,S1,0.5979516702203269,7,4,8,4,4.1.2,2.4.4,1.1.1,Sensitif
W05,tangan,7.909999999999999,0.6296517412935323,0.0023,0.17857142857142858,S1,0.4943276474769011,8,5,6,26,4.1.2,2.4.4,1.1.1,Sensitif
W11,tangan,5.3100000000000005,0.42268656716417913,0.0036,0.6428571428571428,S1,0.4887377398720682,9,7,12,4,4.1.2,1.1.1,2.4.2,Sensitif
W23,tangan,4.2299999999999995,0.3367164179104477,0.0038,0.7142857142857143,S1,0.4499872068230276,10,13,15,3,4.1.2,2.4.4,1.1.1,Sensitif
W08,tangan,6.029999999999999,0.4799999999999999,0.0028,0.35714285714285715,S1,0.44314285714285706,11,8,9,16,4.1.2,2.4.4,1.1.1,Sensitif
W04,tangan,5.55,0.4417910447761194,0.0029,0.3928571428571428,S1,0.42711087420042637,12,11,11,13,4.1.2,2.4.4,-,Sensitif
W19,tangan,4.35,0.3462686567164179,0.003,0.4285714285714286,S1,0.3709594882729211,13,14,14,10,4.1.2,2.4.4,-,Sensitif
W14,tangan,1.41,0.11223880597014925,0.0044,0.9285714285714287,S1,0.35713859275053306,14,24,23,2,4.1.2,-,-,Sensitif
W31,tangan,5.84,0.46487562189054726,0.002,0.07142857142857147,S1,0.3468415067519545,15,15,10,28,4.1.2,1.1.1,1.4.4,Sensitif
W21,tangan,4.4399999999999995,0.35343283582089546,0.0026,0.2857142857142857,S1,0.3331172707889125,16,12,13,20,4.1.2,2.4.4,1.3.1,Sensitif
W22,tangan,3.81,0.30328358208955225,0.0028,0.35714285714285715,S1,0.3194413646055437,17,17,18,16,4.1.2,2.4.4,-,Sensitif
W34,tangan,3.9299999999999997,0.31283582089552237,0.0027,0.3214285714285715,S1,0.3154136460554371,18,16,16,19,4.1.2,2.4.4,1.1.1,Sensitif
W25,tangan,3.19,0.2539303482587065,0.003,0.4285714285714286,S1,0.3063226723525231,19,19,19,10,4.1.2,2.4.4,1.1.1,Sensitif
W02,tangan,3.8299999999999996,0.30487562189054723,0.0025,0.25000000000000006,S1,0.2884129353233831,20,18,17,23,4.1.2,2.4.4,1.1.1,Sensitif
W17,tangan,1.8399999999999999,0.14646766169154227,0.0031,0.46428571428571425,S1,0.24181307746979386,21,20,21,9,4.1.2,2.4.4,1.1.1,Sensitif
W29,tangan,2.3099999999999996,0.18388059701492535,0.0028,0.35714285714285715,S1,0.2358592750533049,22,21,20,16,4.1.2,2.4.4,2.1.1,Sensitif
W15,tangan,0.8,0.063681592039801,0.0033,0.5357142857142857,S1,0.2052914001421464,23,27,26,6,2.2.1,-,-,Sensitif
W03,tangan,0.9299999999999999,0.07402985074626865,0.0029,0.3928571428571428,S1,0.16967803837953088,24,25,25,13,4.1.2,2.4.4,-,Sensitif
W32,tangan,1.04,0.08278606965174129,0.0024,0.21428571428571422,S1,0.12223596304193315,25,23,24,25,4.1.2,1.1.1,-,Sensitif
W20,tangan,0.6199999999999999,0.049353233830845764,0.0025,0.25000000000000006,S1,0.10954726368159204,26,26,27,23,4.1.2,1.1.1,-,Sensitif
