page_id,website_id,page_url,page_type,selection_reason,http_status,render_status,tested_at
P060,W12,https://dinsos.jabarprov.go.id/pengaduan,Interaksi/Kontak,"Auto-dipilih (link: ""Pengaduan"", keyword: pengaduan) - REVIEW",,rendered,2026-08-02T06:28:54.386008+00:00
P061,W13,https://jatengprov.go.id/,Homepage,"Auto-dipilih (link: ""(homepage)"", keyword: ) - REVIEW",,rendered,2026-08-02T06:28:56.724972+00:00
P062,W13,https://jatengprov.go.id/sejarah/,Profil,"Auto-dipilih (link: ""Sejarah"", keyword: sejarah) - REVIEW",,rendered,2026-08-02T06:29:14.169958+00:00
P063,W13,https://jatengprov.go.id/katalog-layanan-jatengprov/,Layanan,"Auto-dipilih (link: ""Katalog Layanan"", keyword: layanan) - REVIEW",,rendered,2026-08-02T06:29:18.161523+00:00
P064,W13,https://jatengprov.go.id,Konten,"Auto-dipilih (link: ""JATENGPROV.GO.IDPortal Informasi Warga Jateng"", keyword: informasi) - REVIEW",,rendered,2026-08-02T06:29:22.971139+00:00
P065,W13,https://jatengprov.go.id,Interaksi/Kontak,di foooter,,rendered,2026-08-02T06:29:31.340880+00:00
P066,W14,https://dinsos.jogjaprov.go.id/,Homepage,"Auto-dipilih (link: ""(homepage)"", keyword: ) - REVIEW",,rendered,2026-08-02T06:29:37.405288+00:00
P067,W14,https://dinsos.jogjaprov.go.id/#,Profil,PERLU CEK MANUAL - tidak ketemu di requests maupun Selenium,,rendered,2026-08-02T06:29:53.543068+00:00
P068,W14,https://dinsos.jogjaprov.go.id/layanan,Layanan,"Auto-dipilih (link: ""Lihat Semua Layanan"", keyword: layanan) - REVIEW",,rendered,2026-08-02T06:29:58.707602+00:00
P069,W14,https://dinsos.jogjaprov.go.id/informasi,Konten,"Auto-dipilih (link: ""Lihat Semua Informasi"", keyword: informasi) - REVIEW",,rendered,2026-08-02T06:30:11.147554+00:00
P070,W14,https://dinsos.jogjaprov.go.id/#,Interaksi/Kontak,PERLU CEK MANUAL - tidak ketemu di requests maupun Selenium,,rendered,2026-08-02T06:30:19.040429+00:00
P071,W15,https://dinsos.jatimprov.go.id/,Homepage,"Auto-dipilih (link: ""(homepage)"", keyword: ) - REVIEW",,rendered,2026-08-02T06:30:32.731084+00:00
P072,W15,https://dinsos.jatimprov.go.id/profil,Profil,"Auto-dipilih (link: ""Provinsi"", keyword: profil) - REVIEW",,rendered,2026-08-02T06:30:35.666506+00:00
P073,W15,https://dinsos.jatimprov.go.id/menu/layanan,Layanan,"Auto-dipilih (link: ""Layanan"", keyword: layanan) - REVIEW",,rendered,2026-08-02T06:30:37.969395+00:00
P074,W15,https://dinsos.jatimprov.go.id/list-kegiatan,Konten,"Auto-dipilih (link: ""Kegiatan"", keyword: kegiatan) - REVIEW",,rendered,2026-08-02T06:30:40.246848+00:00
P075,W15,https://dinsos.jatimprov.go.id/laporan-publik,Interaksi/Kontak,"Auto-dipilih (link: ""Layanan Pengaduan"", keyword: pengaduan) - REVIEW",,rendered,2026-08-02T06:30:42.525328+00:00
P076,W16,https://dinsos.bantenprov.go.id/,Homepage,"Auto-dipilih (link: ""(homepage)"", keyword: ) - REVIEW",,rendered,2026-08-02T06:30:44.801948+00:00
P077,W16,https://dinsos.bantenprov.go.id/sejarah-banten,Profil,"Auto-dipilih (link: ""Sejarah Banten"", keyword: sejarah) - REVIEW",,rendered,2026-08-02T06:30:48.824971+00:00
P078,W16,https://dinsos.bantenprov.go.id/kebijakan-pelayanan-informasi-publik,Layanan,"Auto-dipilih (link: ""Kebijakan Pelayanan Informasi Publik"", keyword: layanan) - REVIEW",,rendered,2026-08-02T06:30:52.168143+00:00
P079,W16,https://dinsos.bantenprov.go.id/kategori/9fcd9da3-756c-46af-ba9f-bfb06ac57533/artikel,Konten,"Auto-dipilih (link: ""Artikel"", keyword: artikel) - REVIEW",,rendered,2026-08-02T06:30:55.531417+00:00
P080,W16,https://dinsos.bantenprov.go.id/tata-cara-pengaduan,Interaksi/Kontak,"Auto-dipilih (link: ""Tata Cara Pengaduan"", keyword: pengaduan) - REVIEW",,rendered,2026-08-02T06:30:58.877937+00:00
P081,W17,https://dissosp3a.baliprov.go.id/,Homepage,"Auto-dipilih (link: ""(homepage)"", keyword: ) - REVIEW",,rendered,2026-08-02T06:31:02.345868+00:00
P082,W17,https://dissosp3a.baliprov.go.id/profil-perangkat-daerah/,Profil,PERLU CEK MANUAL - tidak ketemu di requests maupun Selenium,,rendered,2026-08-02T06:31:24.301293+00:00
P083,W17,https://dissosp3a.baliprov.go.id/maklumat-pelayanan/,Layanan,PERLU CEK MANUAL - tidak ketemu di requests maupun Selenium,,rendered,2026-08-02T06:31:34.376693+00:00
P084,W17,https://dissosp3a.baliprov.go.id/berita/,Konten,PERLU CEK MANUAL - tidak ketemu di requests maupun Selenium,,rendered,2026-08-02T06:31:46.159127+00:00
P085,W17,https://dissosp3a.baliprov.go.id/,Interaksi/Kontak,di footer,,rendered,2026-08-02T06:31:58.656158+00:00
P086,W18,https://dinsosntbpemprov.com/,Homepage,"Auto-dipilih (link: ""(homepage)"", keyword: ) - REVIEW",,rendered,2026-08-02T06:32:17.343836+00:00
P087,W18,https://dinsosntbpemprov.com/profile/,Profil,"Auto-dipilih (link: ""Profil Kepala Dinas"", keyword: profil) - REVIEW",,rendered,2026-08-02T06:32:25.746585+00:00
P088,W18,https://dinsosntbpemprov.com/tata-cara-permohonan-pengajuan-informasi-dan-permohonan-keberatan/,Layanan,"Auto-dipilih (link: ""Tata Cara Permohonan Pengajuan Informasi dan Permohonan Keberatan"", keyword: permohonan) - REVIEW",,rendered,2026-08-02T06:32:29.377842+00:00
P089,W18,https://dinsosntbpemprov.com/tata-cara-permohonan-pengajuan-informasi-dan-permohonan-keberatan/,Konten,"Auto-dipilih (link: ""Tata Cara Permohonan Pengajuan Informasi dan Permohonan Keberatan"", keyword: informasi) - REVIEW",,rendered,2026-08-02T06:32:33.229834+00:00
P090,W18,https://dinsosntbpemprov.com/,Interaksi/Kontak,footer,,rendered,2026-08-02T06:32:36.227058+00:00
