website_id,page_type,candidate_url,link_text,matched_keyword
W26,Interaksi/Kontak,,TIDAK KETEMU (Selenium juga) - cek manual,
W27,Profil,,TIDAK KETEMU (Selenium juga) - cek manual,
W27,Layanan,,TIDAK KETEMU (Selenium juga) - cek manual,
W27,Konten,https://sulselprov.go.id/berita,Lihat Semua,berita
W27,Interaksi/Kontak,,TIDAK KETEMU (Selenium juga) - cek manual,
W28,ALL,,"GAGAL LOAD SELENIUM: Message: invalid argument
  (Session info: chrome=150.0.7871.187)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff60a1c0d25+155a5]
	chromedriver!GetHandleVerifier [0x7ff60a1c0d80+15600]
	chromedriver!(No symbol) [0x7ff609d15736]
	chromedriver!(No symbol) [0x7ff609d01f28]
	chromedriver!(No symbol) [0x7ff609d0035b]
	chromedriver!(No symbol) [0x7ff609d008e2]
	chromedriver!(No symbol) [0x7ff609d19bf6]
	chromedriver!(No symbol) [0x7ff609dbee24]
	chromedriver!(No symbol) [0x7ff609d991ca]
	chromedriver!(No symbol) [0x7ff609dbe01b]
	chromedriver!(No symbol) [0x7ff609d62e6c]
	chromedriver!(No symbol) [0x7ff609d63d93]
	chromedriver!GetHandleVerifier [0x7ff60a7a6431+5facb1]
	chromedriver!GetHandleVerifier [0x7ff60a7a0a9b+5f531b]
	chromedriver!GetHandleVerifier [0x7ff60a7c5865+61a0e5]
	chromedriver!GetHandleVerifier [0x7ff60a1ddace+3234e]
	chromedriver!GetHandleVerifier [0x7ff60a1e661c+3ae9c]
	chromedriver!GetHandleVerifier [0x7ff60a1cab74+1f3f4]
	chromedriver!GetHandleVerifier [0x7ff60a1cad04+1f584]
	chromedriver!GetHandleVerifier [0x7ff60a1ad9d7+2257]
	KERNEL32!BaseThreadInitThunk [0x7ffd64cb259d+1d]
	ntdll!RtlUserThreadStart [0x7ffd65d8af78+28]
",
W29,Profil,https://dinsos.gorontaloprov.go.id/struktur-organisasi-dinsos-dukcapil-provgorontalo-th-2025,Struktur Organisasi,struktur
W29,Layanan,https://dinsos.gorontaloprov.go.id/layanan,Lihat Layanan,layanan
W29,Layanan,https://dinsos.gorontaloprov.go.id/dinsosdukcapil-gorontalo-dampingi-penyaluran-bantuan-atensi-kemensos-untuk-140-warga-rentan-di-boalemo,2026-07-29Dinsosdukcapil Gorontalo Dampingi Penyaluran Bantuan A...398x dilihat,bantuan
W29,Konten,https://dinsos.gorontaloprov.go.id/berita,Berita Terbaru,berita
W29,Konten,https://dinsos.gorontaloprov.go.id/jurnal-berita,Jurnal Berita,berita
W29,Konten,https://dinsos.gorontaloprov.go.id/dokumen/flayer,publikasi,publikasi
W29,Interaksi/Kontak,,TIDAK KETEMU (Selenium juga) - cek manual,
W30,Profil,https://dinsosp3apmd.sulbarprov.go.id/page/profil,PROFIL,profil
W30,Profil,https://dinsosp3apmd.sulbarprov.go.id/page/sejarah,Sejarah,sejarah
W30,Profil,https://dinsosp3apmd.sulbarprov.go.id/page/profil-pimpinan,Profil Pimpinan,profil
W30,Layanan,https://dinsosp3apmd.sulbarprov.go.id/page/layanan,Layanan,layanan
W30,Layanan,https://dinsosp3apmd.sulbarprov.go.id/post/dinsos-p3apmd-sulbar-gelar-sosialisasi-dan-juknis-penyaluran-bantuan-tunai-bagi-masyarakat-miskin-ekstrem-dan-miskin-lainnya,Dinsos P3APMD Sulbar Gelar Sosialisasi dan Juknis Penyaluran Bantuan Tunai bagi ,bantuan
W30,Konten,https://dinsosp3apmd.sulbarprov.go.id/page/informasi-publik,INFORMASI PUBLIK,informasi
W30,Konten,https://dinsosp3apmd.sulbarprov.go.id/page/informasi-berkala,Informasi Berkala,informasi
W30,Konten,https://dinsosp3apmd.sulbarprov.go.id/page/informasi-serta-merta,Informasi Serta Merta,informasi
W30,Interaksi/Kontak,,TIDAK KETEMU (Selenium juga) - cek manual,
W31,Profil,https://dinsos.malukuprov.go.id/,PROFIL,profil
W31,Profil,https://dinsos.malukuprov.go.id/halaman/detail/visi--misi,Visi Misi,visi
W31,Profil,https://dinsos.malukuprov.go.id/halaman/detail/profil-kepala-dinas-sosial-provinsi-maluku,Pejabat,profil
W31,Layanan,https://dinsos.malukuprov.go.id/halaman/detail/moto-pelayanan,Motto dan Maklumat,layanan
W31,Layanan,https://dinsos.malukuprov.go.id/halaman/detail/sop-alur-pelayanan,Standar Operasional Prosedur Layanan,layanan
W31,Konten,https://dinsos.malukuprov.go.id/berita,Berita & Kegiatan,berita
W31,Interaksi/Kontak,https://dinsos.malukuprov.go.id/aduan,Form Pengaduan internal,pengaduan
W32,Profil,https://malutprov.go.id/pages/tentang-maluku-utara,Tentang,tentang
W32,Profil,https://malutprov.go.id/pages/visi-dan-misi-pemerintah-provinsi-maluku-utara,Visi & Misi,visi
W32,Profil,https://malutprov.go.id/pages/tugas-dan-fungsi-provinsi-maluku-utara,Tugas dan Fungsi,tugas dan fungsi
W32,Layanan,https://malutprov.go.id/sinergi-pemprov-malut-dan-ombudsman-ri-dorong-pelayanan-publik-bebas-maladministrasi,Sekprov30 Jul 2026Sinergi Pemprov Malut dan Ombudsman RI Dorong Pelayanan Publik,layanan
W32,Layanan,https://malutprov.go.id/storage/documents/Update-Data-Buffer-Stok-Logistik-14-01-26.pdf,Daftar Bantuan Logistik Posko Bencana Banjir Kab. Halmahera Utara Tanggal 14 Jan,bantuan
W32,Layanan,https://malutprov.go.id/layanan?category=administrasi,Lihat Semua Layanan Administrasi,layanan
W32,Konten,https://malutprov.go.id/pages/informasi-berkala,Informasi Berkala,informasi
W32,Konten,https://malutprov.go.id/pages/informasi-serta-merta,Informasi Serta Merta,informasi
W32,Konten,https://malutprov.go.id/pages/informasi-setiap-saat,Informasi Setiap Saat,informasi
W32,Interaksi/Kontak,https://malutprov.go.id/kontak,Hubungi Kami,kontak
W33,Profil,https://dinsosdukcapil.papua.go.id/pages/visi-misi,Visi Misi,visi
W33,Profil,https://dinsosdukcapil.papua.go.id/pages/struktur-organisasi,Struktur Organisasi,struktur
W33,Layanan,https://dinsosdukcapil.papua.go.id/pages/sub-bagian-program,Sub Bagian Program,program
W33,Layanan,https://dinsosdukcapil.papua.go.id/pages/seksi-pengelolaan-bantuan-sosial-dan-komunitas-adat,Seksi Pengelolaan Bantuan Sosial dan Komunitas Adat,bantuan
W33,Layanan,https://dinsosdukcapil.papua.go.id/pages/seksi-kerjasama-dan-inovasi-pelayanan,Seksi Kerjasama dan Inovasi Pelayanan,layanan
W33,Konten,https://dinsosdukcapil.papua.go.id/pages/berita,Berita,berita
W33,Konten,https://dinsosdukcapil.papua.go.id/pengumuman,Pengumuman,pengumuman
W33,Konten,https://dinsosdukcapil.papua.go.id/agenda,Agenda,agenda
W33,Interaksi/Kontak,https://dinsosdukcapil.papua.go.id/pages/layanan-pengaduan-masyarakat,Layanan Pengaduan Masyarakat,pengaduan
W34,Profil,https://dinsos.papuabaratprov.go.id/pages/struktur-organisasi,Struktur Organisasi,struktur
W34,Profil,https://dinsos.papuabaratprov.go.id/pages/visi-misi,VISI MISI,visi
W34,Layanan,https://dinsos.papuabaratprov.go.id/cekstatus,Cek Status Permohonan,permohonan
W34,Layanan,https://dinsos.papuabaratprov.go.id/pages/pelayanan-publik,PELAYANAN PUBLIK,layanan
W34,Layanan,https://dinsos.papuabaratprov.go.id/berita/penyerahan-bantuan-permakan-bagi-anak-terlantar-di-dalam-panti,Penyerahan Bantuan Permakan Ba...,bantuan
W34,Konten,https://dinsos.papuabaratprov.go.id/permintaaninformasi,Form Permintaan Informasi,informasi
W34,Konten,https://dinsos.papuabaratprov.go.id/keberataninformasi,Form Keberatan Informasi,informasi
W34,Konten,https://dinsos.papuabaratprov.go.id/informasi-publik/1,Informasi Tersedia Setiap Saat,informasi
W34,Interaksi/Kontak,https://dinsos.papuabaratprov.go.id/pages/kontak,Kontak,kontak
